Project_Name,Project_URL,Project_Hash,Test_id,Test_type
Lyricfetch,https://github.com/ocaballeror/Lyricfetch,0cf9e3c541712933b1050e942671a92028e11f9c,lyricfetch/tests/test_run.py::test_getlyrics_from_info,NOD
Lyricfetch,https://github.com/ocaballeror/Lyricfetch,0cf9e3c541712933b1050e942671a92028e11f9c,lyricfetch/tests/test_scraping.py::test_scrape[lyricsmode-motorhead-like a nightmare],NOD
Tale,https://github.com/irmen/Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py::TestMudObject::test_basics,brittle
compiletools,https://github.com/Zomojo/compiletools,e45c5ad452b86c1fe557961aa4ebefd3f34f6a58,ct/test_cake.py::TestCake::test_deeper_include_edit_recompiles,NOD
compiletools,https://github.com/Zomojo/compiletools,e45c5ad452b86c1fe557961aa4ebefd3f34f6a58,ct/test_movingheaders.py::TestMovingHeaders::test_moving_headers,NOD
compyle,https://github.com/pypr/compyle,f557e49c7e18a49efdb5807ac650ba590db81cb2,compyle/tests/test_ext_module.py::TestExtModule::test_that_multiple_compiles_do_not_occur_for_same_source,NOD
crfmnes,https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_constraint_sphere.py::test_run_d80_const_sphere,NOD
crfmnes,https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_rastrigin.py::test_run_d40_rastrigin,NOD
crfmnes,https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_rastrigin.py::test_run_d80_rastrigin,NOD
crfmnes,https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_rosenbrock_chain.py::test_run_d40_rosen,NOD
crfmnes,https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_ktablet.py::test_run_d80_ktablet,NOD
crfmnes,https://github.com/nmasahiro/crfmnes,5fc9625c86135fb5e8824f867a08cc410d3638bd,tests/test_rosenbrock_chain.py::test_run_d80_rosen,NOD
cvbase,https://github.com/hellock/cvbase,e48d2f76aaeea6472b2175c37780f7b90ae7f1b6,tests/test_progress.py::test_track_parallel_progress_list,NOD
fairsearchdeltr-python,https://github.com/fair-search/fairsearchdeltr-python,5bc2e8f0bf24ecd492978474919f512d3c0b65e1,tests/test_deltr.py::test_train_deltr_synthetic_data[1000-3-1-1000-True],NOD
fairsearchdeltr-python,https://github.com/fair-search/fairsearchdeltr-python,5bc2e8f0bf24ecd492978474919f512d3c0b65e1,tests/test_deltr.py::test_train_deltr_synthetic_data[1000-3-1-1000-False],NOD
fairsearchdeltr-python,https://github.com/fair-search/fairsearchdeltr-python,5bc2e8f0bf24ecd492978474919f512d3c0b65e1,tests/test_deltr.py::test_train_deltr_synthetic_data[50-10-0.8-500-True],NOD
fmi,https://github.com/kipe/fmi,c567622ad29a14a03645b8bc8c7565f315b53480,tests/test_forecast.py::TestForecast::test_lappeenranta,NOD
freezegun,https://github.com/spulec/freezegun,b46da782a7a051081fd51577749cfc0074db0cc6,tests/test_ticking.py::test_ticking_datetime,victim
freezegun,https://github.com/spulec/freezegun,b46da782a7a051081fd51577749cfc0074db0cc6,tests/test_ticking.py::test_ticking_date,victim
freezegun,https://github.com/spulec/freezegun,b46da782a7a051081fd51577749cfc0074db0cc6,tests/test_ticking.py::test_ticking_time,victim
freezegun,https://github.com/spulec/freezegun,b46da782a7a051081fd51577749cfc0074db0cc6,tests/test_uuid.py::test_uuid1_past,victim
Hockey-Scraper,https://github.com/HarryShomer/Hockey-Scraper,a829e0a0fe4bf548109863031ea9987abc0219a0,tests/test_json_schedule.py::test_scrape_schedule,NOD
hotwing-core,https://github.com/jasonhamilton/hotwing-core,f4d864b1618e928bd981540b2a446bdb74023ca6,tests/test_profile.py::TestProfile::test_load_dat_file,NOD
hpdr,https://github.com/laboo/hpdr,6760ceb1f4a6078f70e86e54bb2ee4e269915f9c,tests/test_large.py::test_months,NOD
kevinarpe-rambutan3,https://github.com/kevinarpe/kevinarpe-rambutan3,5d7469912b559338dc15f5c7fb2abc91103ea0c5,tests/check_args/base/test_RNotNoneTypeMatcher.py::test_check_arg,NOD
knit,https://github.com/dask/knit,934aee7012967453b7343f6e01f16b26aece2aaf,knit/tests/test_env.py::test_create,brittle
knit,https://github.com/dask/knit,934aee7012967453b7343f6e01f16b26aece2aaf,knit/tests/test_env.py::test_full_create,brittle
knit,https://github.com/dask/knit,934aee7012967453b7343f6e01f16b26aece2aaf,knit/tests/test_env.py::test_find_env,brittle
mythx-cli,https://github.com/dmuhs/mythx-cli,f6b3d20d51ca1cfaed3cd45226bd1074388d42b9,tests/test_report.py::test_report_sonar,victim
noipy,https://github.com/povieira/noipy,c35add5386b57547c5a72650145a267dc88fa77e,test/test_noipy.py::PluginsTest::test_generic_plugin,NOD
noipy,https://github.com/povieira/noipy,c35add5386b57547c5a72650145a267dc88fa77e,test/test_noipy.py::PluginsTest::test_noip_plugin,NOD
noipy,https://github.com/povieira/noipy,c35add5386b57547c5a72650145a267dc88fa77e,test/test_noipy.py::AuthInfoTest::test_store_and_perform_update,NOD
piripherals,https://github.com/quantenschaum/piripherals,74e4807a64363e3c95a03222fa250a1073387eaf,tests/test_led.py::test_neopixels_rainbow_fade,NOD
piripherals,https://github.com/quantenschaum/piripherals,74e4807a64363e3c95a03222fa250a1073387eaf,tests/test_led.py::test_blink_fade,NOD
piripherals,https://github.com/quantenschaum/piripherals,74e4807a64363e3c95a03222fa250a1073387eaf,tests/test_mpr121.py::test_mpr121_irq,NOD
piripherals,https://github.com/quantenschaum/piripherals,74e4807a64363e3c95a03222fa250a1073387eaf,tests/test_led.py::test_breathe,NOD
piripherals,https://github.com/quantenschaum/piripherals,74e4807a64363e3c95a03222fa250a1073387eaf,tests/test_led.py::test_breathe_fade,NOD
pydu,https://github.com/Prodesire/pydu,4a1c2f15f7274d5079fb08b02ab1dbe08c0cefef,tests/test_cmd.py::test_run,victim
pydu,https://github.com/Prodesire/pydu,4a1c2f15f7274d5079fb08b02ab1dbe08c0cefef,tests/test_dt.py::TestTimer::test_context_manager,victim
pydu,https://github.com/Prodesire/pydu,4a1c2f15f7274d5079fb08b02ab1dbe08c0cefef,tests/test_dt.py::TestTimer::test_decorator,victim
pydu,https://github.com/Prodesire/pydu,4a1c2f15f7274d5079fb08b02ab1dbe08c0cefef,tests/test_dt.py::TestTimer::test_print_func,victim
pydu,https://github.com/Prodesire/pydu,4a1c2f15f7274d5079fb08b02ab1dbe08c0cefef,tests/test_path.py::test_cd,victim
pykew,https://github.com/RBGKew/pykew,557c1852ad7a4366467e344e7a46b42549ce8694,pykew/test_powo.py::test_advanced_characteristic_search,NOD
pykew,https://github.com/RBGKew/pykew,557c1852ad7a4366467e344e7a46b42549ce8694,pykew/test_powo.py::test_filters,NOD
pykew,https://github.com/RBGKew/pykew,557c1852ad7a4366467e344e7a46b42549ce8694,pykew/test_powo.py::test_advanced_geography_search,NOD
pykew,https://github.com/RBGKew/pykew,557c1852ad7a4366467e344e7a46b42549ce8694,pykew/test_powo.py::test_lookup,NOD
pykew,https://github.com/RBGKew/pykew,557c1852ad7a4366467e344e7a46b42549ce8694,pykew/test_powo.py::test_lookup_with_extra_fields,NOD
pymq,https://github.com/thrau/pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_ipc.py::IpcRpcTest::test_echo_command_function,victim
pymq,https://github.com/thrau/pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_ipc.py::IpcRpcTest::test_void_function,victim
pymq,https://github.com/thrau/pymq,101857bca2b705c328d3bda3b26797b51e8ffb70,tests/test_provider_redis.py::RedisPubSubTest::test_remove_listener_also_removes_redis_subscription,NOD
pyoos,https://github.com/ioos/pyoos.git,908660385029ecd8eccda8ab3a6b20b47b915c77,tests/collectors/test_coops_sos.py::CoopsSosTest::test_raw_coops_get_observation,NOD
pyoos,https://github.com/ioos/pyoos.git,908660385029ecd8eccda8ab3a6b20b47b915c77,tests/collectors/test_coops_sos.py::CoopsSosTest::test_raw_coops_get_observation_with_datum,NOD
pyoos,https://github.com/ioos/pyoos.git,908660385029ecd8eccda8ab3a6b20b47b915c77,tests/collectors/test_coops_sos.py::CoopsSosTest::test_coops_describe_sensor,NOD
pyoos,https://github.com/ioos/pyoos.git,908660385029ecd8eccda8ab3a6b20b47b915c77,tests/collectors/test_coops_sos.py::CoopsSosTest::test_coops_server_id,NOD
pyoos,https://github.com/ioos/pyoos.git,908660385029ecd8eccda8ab3a6b20b47b915c77,tests/collectors/test_coops_sos.py::CoopsSosTest::test_raw_coops_get_observation_with_dataType,NOD
pyvesync,https://github.com/markperdue/pyvesync,4a43bad8a7b9d3b2e7f580f1f3739f27a00bdc2b,src/tests/test_vesync_login.py::TestLogin::test_bad_login[sam@mail.com-pass-correct],NOD
son,https://github.com/flokno/son,a860c049e276151c8fddf82fdbe833d4127ada0d,tests/test_son.py::test_read_no_metadata,NOD
torchpwl,https://github.com/PiotrDabkowski/torchpwl,73b09cfa9f4c173988d8f075485b887c694fc5a8,torchpwl/pwl_test.py::test_pwl_default_init_response[7-1-MonoPointPWL],victim
torchpwl,https://github.com/PiotrDabkowski/torchpwl,73b09cfa9f4c173988d8f075485b887c694fc5a8,torchpwl/pwl_test.py::test_pwl_is_continous[3-1-PointPWL],victim
torchpwl,https://github.com/PiotrDabkowski/torchpwl,73b09cfa9f4c173988d8f075485b887c694fc5a8,torchpwl/pwl_test.py::test_pwl_is_continous[4-3-PointPWL],victim
webssh,https://github.com/huashengdun/webssh,51d527fe75a62aed239126a6697749a30baecb30,tests/test_app.py::TestAppWithLargeBuffer::test_app_for_sending_message_with_large_size,NOD
webssh,https://github.com/huashengdun/webssh,51d527fe75a62aed239126a6697749a30baecb30,tests/test_app.py::TestAppWithBadHostKey::test_app_with_bad_host_key,NOD
webssh,https://github.com/huashengdun/webssh,51d527fe75a62aed239126a6697749a30baecb30,tests/test_app.py::TestAppWithCrossOriginOperation::test_app_with_correct_header_origin,NOD
authnzerver,https://github.com/waqasbhatti/authnzerver,bc735a1c9e1c084c40854a539a000d69a50ed486,authnzerver/tests/test_auth_permissions.py::test_role_limits,victim
devtracker,https://github.com/ConSou/devtracker,ea892d6d48aa5d4627b429469b59ae3f0ce7f10f,devtracker/test_devtracker.py::test_end_time_total,NOD
feature_engine,https://github.com/solegalli/feature_engine,ba4d7050b3923d620c1773b66cd4c51ed24498dd,tests/test_missing_data_imputer.py::test_AddMissingIndicator,victim
