project,sha,polluter_fullpath,cleaner_fullpath,victim_fullpath,md5,pv_result,pcv_result,can_copy_work,minimal_patch_time, save_path,diff, verification_patch,inserted_node
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_merger.py::test_core_commands,tests/test_command_context.py::test_clear,tests/test_loading.py::test_loading_failure,6c2ecf965a2e293086e80fe454c2a0b4,failed,passed,False,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_merger.py::test_core_commands,tests/test_loading.py::test_clear,tests/test_loading.py::test_loading_failure,e574fed7b569e8ef89b7a368619e1f8f,failed,passed,True,,../SAVE/test_loading_failu_patch_e574fed7b569e8ef89b7a368619e1f8f_.patch,"11a12,13
>     Breathe.clear()
>     Breathe.modules = []
",passed,"
Breathe.clear()
Breathe.modules = []
"
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_merger.py::test_kaldi_weight_passthrough,tests/test_command_context.py::test_clear,tests/test_loading.py::test_loading_failure,6b4cf8459d8c556467d7b11ddce6f8c0,failed,passed,False,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_merger.py::test_kaldi_weight_passthrough,tests/test_loading.py::test_clear,tests/test_loading.py::test_loading_failure,afa7132149814416893c9735a5375b2d,failed,passed,True,,../SAVE/test_loading_failu_patch_afa7132149814416893c9735a5375b2d_.patch,"11a12,13
>     Breathe.clear()
>     Breathe.modules = []
",passed,"
Breathe.clear()
Breathe.modules = []
"
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_top_level.py::test_top_level_command,tests/test_command_context.py::test_clear,tests/test_loading.py::test_loading_failure,6f9f639f4fa3504c2a8696c5f535061f,failed,passed,False,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_top_level.py::test_top_level_command,tests/test_loading.py::test_clear,tests/test_loading.py::test_loading_failure,58cecc4da40902d128caeb4be9bccf67,failed,passed,True,,../SAVE/test_loading_failu_patch_58cecc4da40902d128caeb4be9bccf67_.patch,"11a12,13
>     Breathe.clear()
>     Breathe.modules = []
",passed,"
Breathe.clear()
Breathe.modules = []
"
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_command_context.py::test_manual_context,tests/test_command_context.py::test_manual_context_noccr,tests/test_merger.py::test_core_commands,c30b7b86929db40be045e551fd0ca789,passed,passed,,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_command_context.py::test_manual_context,tests/test_command_context.py::test_clear,tests/test_merger.py::test_core_commands,510d2a60004f0fd27bb66ae6b878b459,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_helpers.py::test_extents,tests/test_analysis.py::TestChain::test_convergence_failure,tests/test_analysis.py::TestChain::test_summary_power,8f80afac51b1d7a5b5e6c2df12eb859e,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_helpers.py::test_extents,tests/test_analysis.py::TestChain::test_divide_chains_default,tests/test_analysis.py::TestChain::test_summary_power,42c3dc9308e40927fe030f1a84df96f7,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_comparisons.py::test_dic_posterior_dependence,tests/test_analysis.py::TestChain::test_convergence_failure,tests/test_analysis.py::TestChain::test_summary_power,d9ebb072113fa70b3af8fd80cf69c09e,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_comparisons.py::test_dic_posterior_dependence,tests/test_analysis.py::TestChain::test_divide_chains_default,tests/test_analysis.py::TestChain::test_summary_power,85311830210764a9996ab6b4bc731823,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_chain.py::TestChain::test_cache_invalidation,tests/test_analysis.py::TestChain::test_convergence_failure,tests/test_analysis.py::TestChain::test_summary_power,db68975ae80dd5c110bd8c4d847d4833,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_chain.py::TestChain::test_cache_invalidation,tests/test_analysis.py::TestChain::test_divide_chains_default,tests/test_analysis.py::TestChain::test_summary_power,03c0d2e2495b4c14b25fcc4d3beae64b,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_helpers.py::test_extents_summary,tests/test_analysis.py::TestChain::test_convergence_failure,tests/test_analysis.py::TestChain::test_summary_power,3d2049f55107d212288b2c9751f8190c,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_helpers.py::test_extents_summary,tests/test_analysis.py::TestChain::test_divide_chains_default,tests/test_analysis.py::TestChain::test_summary_power,3020055ebbd3bc4ecb57009bed1d9773,passed,passed,,,,,
ChainConsumer,3206a98f5e121ff3e17c30c840710bd7fda59fca,tests/test_analysis.py::TestChain::test_correlation_latex_table,tests/test_analysis.py::TestChain::test_summary_power,tests/test_diagnostic.py::test_geweke_index,471d74e4d86d558bfc225140004d4720,passed,passed,,,,,
