project,sha,cleaner_fullpath,victim_fullpath,md5,pv_result,pcv_result,can_copy_work,1st_patch_time,minimal_patch_time
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_command_context.py::test_manual_context,tests/test_command_context.py::test_manual_context_noccr,efc284e052c9510101e6c276e7129439,failed,passed,,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_loading.py::test_loading_failure,tests/test_loading.py::test_loading,682b45fdfa385baf7128c90e5f605bc5,passed,passed,,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_merger.py::test_core_commands,tests/test_merger.py::test_context_commands,9bd3ec505fc21c395b236dda6ced51ff,passed,passed,,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_command_context.py::test_negated_context,tests/test_merger.py::test_invalid,728ec46c8198cb99dccac283cbb87826,passed,passed,,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_top_level.py::test_top_level_command,tests/test_merger.py::test_invalid,76609ad3ff106b9f925ed30056553127,passed,passed,,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_top_level.py::test_top_level_command2,tests/test_merger.py::test_invalid,13dd514860d7ba442d8660d9f86d44d7,passed,passed,,,,,
Breathe,4600818e24f4156cd7bb8cc0f43886b27323968e,tests/test_merger.py::test_global_extras,tests/test_merger.py::test_noccr_commands,ac8a0b531564edbad471ffe257069252,passed,passed,,,,,
GOApy,a8e0dfe5f0f593107884ad54f89a27f67ee28129,tests/Automaton_test.py::AutomatonTest::test_acting,tests/Sensor_test.py::SensorsTest::test_remove_sensor_success,e4d4892bd0dad2290e2bf5d1de32c2f5,failed,passed,,,,,
GOApy,a8e0dfe5f0f593107884ad54f89a27f67ee28129,tests/Automaton_test.py::AutomatonTest::test_planning,tests/Sensor_test.py::SensorsTest::test_remove_sensor_success,b03a03eb178cc6194c25669e5408b2e8,failed,passed,,,,,
GOApy,a8e0dfe5f0f593107884ad54f89a27f67ee28129,tests/Automaton_test.py::AutomatonTest::test_sensing,tests/Sensor_test.py::SensorsTest::test_remove_sensor_success,5b2347c665dd25becc4da140a1895b6d,failed,passed,,,,,
GOApy,a8e0dfe5f0f593107884ad54f89a27f67ee28129,tests/Sensor_test.py::SensorsTest::test_add_success,tests/Sensor_test.py::SensorsTest::test_remove_sensor_success,4f92ff064f2245be9a33ce3ddc27cbd7,failed,passed,,,,,
HikLoad,b3eb7be65bd34040992e1b7b15f23ff4ce2e8dc4,tests/test_config.py::test_defaultvar,tests/test_config.py::test_envvar,a7afa32c6367dc9a47e5c96a33152751,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_A1,tests/medida_test.py::test_medida_si_2,040d58e748da05f40c984acba3badbdf,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_A2,tests/medida_test.py::test_medida_si_2,69d9542a94e5801e5c9578e6d29cbea5,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_A3,tests/medida_test.py::test_medida_si_2,30ec5910cf015fd854c4b69e91d6208d,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_A4,tests/medida_test.py::test_medida_si_2,3c7e8729adb85a80da5c7bdd0f062cf5,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_A5,tests/medida_test.py::test_medida_si_2,ef245e8830b40b6b5268f9fc2de0ef1b,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_B1,tests/medida_test.py::test_medida_si_2,f4f9e8286549caed87d7fc74f6ba2eda,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_B2,tests/medida_test.py::test_medida_si_2,912ec227cafd87ea669bee0253a44f6a,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_B3,tests/medida_test.py::test_medida_si_2,7c869132b1a54cb426feb060c0f4b979,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_B4,tests/medida_test.py::test_medida_si_2,e412a8f6a72451c945ba3df1e15729d5,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_B5,tests/medida_test.py::test_medida_si_2,c8fd4cf54a807f0f203b85188632ec6c,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_C1,tests/medida_test.py::test_medida_si_2,0ad3ba2aa44f35d32ac0f72d164ed31b,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_D1,tests/medida_test.py::test_medida_si_2,cbe626a3008997c09837e66d462a7b63,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_D2,tests/medida_test.py::test_medida_si_2,e384b122e3b2417b63698682787c740c,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_D3,tests/medida_test.py::test_medida_si_2,6bf4df0bc2a10d4fc599ce616551cc63,passed,passed,,,,,
LabIFSC,cb56b75f51eb54680d0b81f4c87aa0234538a2a8,tests/medida_format_test.py::test_medida_format_D4,tests/medida_test.py::test_medida_si_2,8ea11982a61bfbdfdaa180865d39d1d1,passed,passed,,,,,
NestedDictionary,881f0ea8af36a60fcd1b9d7a84b1aec4cd7072b2,easy_dict/tests/test_01_default.py::test_quick_assign,easy_dict/tests/test_01_default.py::test_del,34aa65703abf1e9dc74fb4c2a254aad1,failed,passed,,,,,
PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_add_vertex,__tests__/test_simple_graph.py::TestSimpleGraph::test_is_terminal,02c381785999f332c91adcf46a3b1457,failed,passed,,,,,
PyGraph,e81c3a0f543f5bfcda1a603c6dcecde13d582c57,__tests__/test_simple_graph.py::TestSimpleGraph::test_num_vertex,__tests__/test_simple_graph.py::TestSimpleGraph::test_vertex_exists,2c8a2c8b5bfdce4ea4d44b33365bb5a6,passed,passed,,,,,
Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py::TestDestroy::test_destroy_player,tests/test_mudobjects.py::TestLiving::test_move_notify,a1c350bd56de79a47ed57d257adbcc38,passed,passed,,,,,
Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py::TestDoorsExits::test_exit_pair,tests/test_mudobjects.py::TestLiving::test_move_notify,cc28b600386ddaec5898382db8f4c28e,passed,passed,,,,,
Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py::TestDoorsExits::test_actions,tests/test_mudobjects.py::TestLiving::test_move_notify,4b7e2c97df7a87354856ed9c17444a58,passed,passed,,,,,
Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py::TestDoorsExits::test_linked_door_pair,tests/test_mudobjects.py::TestLiving::test_move_notify,4b1d39af3f6a7cbaa4d92766c2f9b703,passed,passed,,,,,
Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py::TestLocations::test_names,tests/test_mudobjects.py::TestLiving::test_move_notify,1f9e9cf88b20e24f9c7b6f922d9c0286,passed,passed,,,,,
Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py::TestDoorsExits::test_exits,tests/test_mudobjects.py::TestLiving::test_move_notify,f14be76b42b35bab146f52354ab366cf,passed,passed,,,,,
Tale,a2a26443465ab6978b32d9253e833471500e7b68,tests/test_mudobjects.py::TestDoorsExits::test_with_key,tests/test_mudobjects.py::TestLiving::test_move_notify,86926617d52b1a6c2cee2112f07ca6db,passed,passed,,,,,
